name,symbol,token_id,price,market_cap,volume_24h,change_24h,total_supply,icon
Wilder World,WILD,495,0.24169674344153447,63561902.71441671,767855.05393055,3.15550541,262982040.2598519,https://s2.coinmarketcap.com/static/img/coins/64x64/9674.png
MCOIN,MCOIN,497,0.35705924198200795,63199485.830815405,2836666.55035777,-0.78432808,177000000.0,https://s2.coinmarketcap.com/static/img/coins/64x64/23046.png
Goldfinch,GFI,498,2.165997609650717,63106960.26568952,769701.13396362,2.46434856,29135286.2,https://s2.coinmarketcap.com/static/img/coins/64x64/13967.png
Humans.ai,HEART,499,0.01124924843489326,62883678.32319401,246800.18135949,10.90784818,5590033742.0,https://s2.coinmarketcap.com/static/img/coins/64x64/15584.png
QuarkChain,QKC,500,0.008866727479795484,62472325.82435978,2436868.43975247,3.67275932,7045702709.0,https://s2.coinmarketcap.com/static/img/coins/64x64/2840.png
Anchored Coins AEUR,AEUR,501,1.094220111513195,62381055.90273516,402828.08296191,0.12988259,57009604.6,https://s2.coinmarketcap.com/static/img/coins/64x64/28596.png
Clash of Lilliput,COL,502,0.7563108238327528,62073757.07957889,83785.75660319,5.39441951,82074400.0,https://s2.coinmarketcap.com/static/img/coins/64x64/20672.png
Pocket Network,POKT,503,0.03783025917894592,62016878.42725966,319059.38677993,3.59875864,1639345851.0,https://s2.coinmarketcap.com/static/img/coins/64x64/11823.png
Verge,XVG,503,0.003753167791799759,62009655.235670656,2459690.54091933,6.37033231,16521951235.741348,https://s2.coinmarketcap.com/static/img/coins/64x64/693.png
NFPrompt,NFP,505,0.21115813968762331,61839686.01159969,5829891.3135925,11.09885289,292859589.0410959,https://s2.coinmarketcap.com/static/img/coins/64x64/28778.png
ArchLoot,AL,506,0.11699087499914208,61620807.12907878,2128044.47060079,5.06172744,526714644.4500963,https://s2.coinmarketcap.com/static/img/coins/64x64/22765.png
Gods Unchained,GODS,507,0.18919078656923943,61250517.35326053,849735.43262499,5.14170116,323750001.0649,https://s2.coinmarketcap.com/static/img/coins/64x64/10631.png
Bancor,BNT,508,0.48967525884751933,61148091.649038166,2462535.48573362,5.34276813,124874782.91828331,https://s2.coinmarketcap.com/static/img/coins/64x64/1727.png
KARRAT,KARRAT,509,0.4928118739266225,60805900.579045646,3588092.88219117,7.50342864,123385624.0,https://s2.coinmarketcap.com/static/img/coins/64x64/30825.png
Stargate Finance,STG,510,0.2966044216728688,60607678.13462476,5003370.87604936,5.19281758,204338417.4544445,https://s2.coinmarketcap.com/static/img/coins/64x64/18934.png
Agoras: Currency of Tau,AGRS,511,2.012650243055742,60164047.04520241,121204.42104615,-0.37831848,29892947.0,https://s2.coinmarketcap.com/static/img/coins/64x64/1037.png
Venus BUSD,vBUSD,512,0.022321004246529507,60149983.10429232,0.0,0.04999,2694770470.0,https://s2.coinmarketcap.com/static/img/coins/64x64/7959.png
Toko Token,TKO,513,0.3540419787158682,59791157.11748224,1709628.96984265,3.70034687,168881547.13841677,https://s2.coinmarketcap.com/static/img/coins/64x64/9020.png
ARPA,ARPA,514,0.039292208986449056,59707914.197340034,4457987.7362366,5.33154418,1519586598.4,https://s2.coinmarketcap.com/static/img/coins/64x64/4039.png
NYM,NYM,515,0.07414402659137041,59401026.66980359,1055249.44110216,-2.05622974,801157279.967814,https://s2.coinmarketcap.com/static/img/coins/64x64/17591.png
GamerCoin,GHX,516,0.09120832250054885,59282228.58514126,1274882.52181167,9.21335393,649965123.3557609,https://s2.coinmarketcap.com/static/img/coins/64x64/6554.png
Virtuals Protocol,VIRTUAL,517,0.0591842732091436,59184273.2091436,866244.37720082,5.99151223,1000000000.0,https://s2.coinmarketcap.com/static/img/coins/64x64/29420.png
Gitcoin,GTC,518,0.68777199976171,59082769.08122111,3687737.45366354,5.3631705,85904586.26069586,https://s2.coinmarketcap.com/static/img/coins/64x64/10052.png
Secret,SCRT,519,0.20278707369749552,58983377.975673616,2001131.29755427,4.05541661,290863598.4543135,https://s2.coinmarketcap.com/static/img/coins/64x64/5604.png
PeiPei (ETH),PEIPEI,520,1.409137153181563e-07,57937567.96215379,2068058.0616146,8.13039368,411156343662799.7,https://s2.coinmarketcap.com/static/img/coins/64x64/31632.png
Node AI,GPU,520,0.6055885583641274,57551618.59835157,916023.67275142,12.77587398,95034190.79418442,https://s2.coinmarketcap.com/static/img/coins/64x64/29513.png
Decentralized Social,DESO,522,6.395549419949864,56821489.06132369,395431.93137331,2.6832576,8884536.0,https://s2.coinmarketcap.com/static/img/coins/64x64/10442.png
Badger DAO,BADGER,523,2.7912428056636185,56637336.54169307,5199306.53166928,7.58187781,20291081.96061343,https://s2.coinmarketcap.com/static/img/coins/64x64/7859.png
Unizen,ZCX,524,0.08178847650183026,56537552.29509773,1094881.96175192,3.36586409,691265502.34534,https://s2.coinmarketcap.com/static/img/coins/64x64/9263.png
Radworks,RAD,525,1.0897460128625789,56417780.68461905,3600781.91091099,4.70825189,51771495.39315043,https://s2.coinmarketcap.com/static/img/coins/64x64/6843.png
NKN,NKN,526,0.07229779804779139,56358860.77027164,1743332.00430815,7.58894994,779537721.6470195,https://s2.coinmarketcap.com/static/img/coins/64x64/2780.png
Hippocrat,HPO,527,0.05432549485802821,56212451.447930746,314720.23423772,3.25892208,1034734273.38,https://s2.coinmarketcap.com/static/img/coins/64x64/3600.png
ALEX Lab,ALEX,528,0.0926171347161057,56171354.66984852,871385.49167651,5.9782385,606489877.3,https://s2.coinmarketcap.com/static/img/coins/64x64/22074.png
Origin Protocol,OGN,529,0.08337210097385521,55958690.28161156,4096017.12129238,6.57025993,671192037.0,https://s2.coinmarketcap.com/static/img/coins/64x64/5117.png
Polymath,POLY,530,0.059958326759281,55461357.09847036,4919.22282584,-33.89309751,924998413.0,https://s2.coinmarketcap.com/static/img/coins/64x64/2496.png
DAO Maker,DAO,531,0.2858152979260817,55067705.85536732,1322818.91244314,7.04814144,192668853.81904602,https://s2.coinmarketcap.com/static/img/coins/64x64/8420.png
PlatON,LAT,532,0.009149065877598601,54966733.88209318,6414900.12992288,2.49722846,6007906666.917624,https://s2.coinmarketcap.com/static/img/coins/64x64/9720.png
GameBuild,GAME,533,0.0034764588613684466,54847264.85992474,4477270.59294505,3.69833626,15776762230.5,https://s2.coinmarketcap.com/static/img/coins/64x64/31246.png
Forta,FORT,534,0.11346552552516723,54546802.32514817,327442.28617095,4.85855523,480734585.0,https://s2.coinmarketcap.com/static/img/coins/64x64/20622.png
A3S Protocol,AA,535,0.2277068357309746,54557426.821288444,3219448.40362881,-0.18437117,239595033.0,https://s2.coinmarketcap.com/static/img/coins/64x64/25354.png
Kujira,KUJI,536,0.44502446045443816,54448656.62436741,507472.94547085,18.2931888,122349806.5,https://s2.coinmarketcap.com/static/img/coins/64x64/15185.png
Function X,FX,537,0.13311706897315292,54381032.53970606,242491.41415404,3.4532644,408520357.0,https://s2.coinmarketcap.com/static/img/coins/64x64/3884.png
Pangolin,PNG,538,0.24624931106907982,53774439.914169215,303444.77744323,9.20512392,218373971.0,https://s2.coinmarketcap.com/static/img/coins/64x64/8422.png
Alkimi,ADS,538,0.22643501319203824,53663079.272693746,178067.87444895,3.97504223,236991084.18,https://s2.coinmarketcap.com/static/img/coins/64x64/11036.png
Shadow Token,SHDW,541,0.3310468993702567,53431157.33823371,252897.15495512,1.32689956,161400567.23042756,https://s2.coinmarketcap.com/static/img/coins/64x64/16868.png
MOBOX,MBOX,540,0.1358448426728998,53507106.07187203,9038042.84962485,5.7478109,393883971.0,https://s2.coinmarketcap.com/static/img/coins/64x64/9175.png
Access Protocol,ACS,542,0.0014946971036691654,53234840.00460376,1043031.66342394,3.59644017,35615804616.1483,https://s2.coinmarketcap.com/static/img/coins/64x64/23195.png
Solana Name Service,FIDA,543,0.25032249381171046,53177139.96933043,59348433.79295152,10.59598077,212434524.59901437,https://s2.coinmarketcap.com/static/img/coins/64x64/7978.png
Stella,ALPHA,544,0.058677668639727926,52575191.10119624,2389089.01242376,6.86529762,896000000.0000002,https://s2.coinmarketcap.com/static/img/coins/64x64/7232.png
REI Network,REI,545,0.05522101032965594,52459959.813173145,3795059.55378481,7.26592396,950000000.0,https://s2.coinmarketcap.com/static/img/coins/64x64/19819.png
Bifrost,BFC,546,0.03772074060495782,52305033.58547521,194311.90786732,1.26065041,1386638564.0,https://s2.coinmarketcap.com/static/img/coins/64x64/7817.png
Pixer Eternity,PXT,548,0.016658953945289597,52035054.00420242,1014209.44135897,-0.73488535,3123548703.9038,https://s2.coinmarketcap.com/static/img/coins/64x64/24346.png
Bluzelle,BLZ,548,0.11889999548895759,52014869.83293137,2526093.64039009,6.61309149,437467382.7280512,https://s2.coinmarketcap.com/static/img/coins/64x64/2505.png
Ergo,ERG,549,0.6653190552103008,51823391.120730564,92961.93818251,2.09250708,77892540.0,https://s2.coinmarketcap.com/static/img/coins/64x64/1762.png
Autonolas,OLAS,550,1.1106761779834324,51786149.066104986,729293.93835708,4.66242755,46625785.34828129,https://s2.coinmarketcap.com/static/img/coins/64x64/28458.png
Cetus Protocol,CETUS,552,0.18254137862558653,51111586.01516423,11996400.40421279,13.51695722,280000000.0,https://s2.coinmarketcap.com/static/img/coins/64x64/25114.png
LTO Network,LTO,552,0.11825632700378037,51154312.48302272,1034173.8426953,6.78847779,432571463.86245733,https://s2.coinmarketcap.com/static/img/coins/64x64/3714.png
OctaSpace,OCTA,553,1.5630057229884562,50728835.595027186,339089.81508415,10.08000191,32455950.0,https://s2.coinmarketcap.com/static/img/coins/64x64/24261.png
Bitcoin Palladium,BTCP,554,20.408084353958255,50548635.54975088,0.0,0.0,2476892.71923,https://s2.coinmarketcap.com/static/img/coins/64x64/1674.png
smARTOFGIVING,AOG,555,0.6839824155501193,50464553.94093487,0.0,0.06968075,73780484.400826,https://s2.coinmarketcap.com/static/img/coins/64x64/3316.png
Locus Chain,LOCUS,556,0.024143650398090563,50244452.394193366,166906.88925785,-12.1149468,2081062787.3474767,https://s2.coinmarketcap.com/static/img/coins/64x64/3855.png
Cobak Token,CBK,557,0.5685848979697763,49931811.74000654,2144354.59238415,3.96083265,87817689.0,https://s2.coinmarketcap.com/static/img/coins/64x64/8107.png
MovieBloc,MBL,560,0.0027703174995594277,49797068.04256461,3763559.2807289,4.58444111,17975220548.0,https://s2.coinmarketcap.com/static/img/coins/64x64/4038.png
Zero1 Labs,DEAI,559,0.5457509876824648,49784084.01062311,5903481.48247625,11.0730133,91221244.0,https://s2.coinmarketcap.com/static/img/coins/64x64/29734.png
TokenFi,TOKEN,560,0.04972640658607508,49727390.62193501,9630768.14184104,9.57282853,1000019789.0,https://s2.coinmarketcap.com/static/img/coins/64x64/28299.png
Toncoin,TON,10,5.2412894448024465,13302045684.60084,136060520.8334508,3.08155063,2537933808.977462,https://s2.coinmarketcap.com/static/img/coins/64x64/11419.png
Star Atlas,ATLAS,562,0.0029008795879042803,49500026.31317203,2478857.54847886,7.65912071,17063799035.1516,https://s2.coinmarketcap.com/static/img/coins/64x64/11212.png
DEXTools,DEXT,562,0.630870239080113,49106806.837695345,56671.32633774,4.17551015,77839789.85805252,https://s2.coinmarketcap.com/static/img/coins/64x64/5866.png
Aergo,AERGO,564,0.1042515398777097,48476965.81054161,6707909.40643811,7.33634608,464999997.7689212,https://s2.coinmarketcap.com/static/img/coins/64x64/3637.png
Metacraft,MCT,565,0.915934931575255,48234159.34387629,2160.07707658,0.10886042,52661120.0,https://s2.coinmarketcap.com/static/img/coins/64x64/16946.png
Lift Dollar,USDL,566,1.0002017628785909,48219416.70314545,50255.90275551,0.0155464,48209689.77736,https://s2.coinmarketcap.com/static/img/coins/64x64/32454.png
Aavegotchi,GHST,567,0.9100227829861337,48001700.85722597,4389140.44609502,2.93694652,52747801.21406849,https://s2.coinmarketcap.com/static/img/coins/64x64/7046.png
Sweat Economy,SWEAT,568,0.006608756372541485,47732089.14393516,2489270.80934825,2.5108646,7222552391.59,https://s2.coinmarketcap.com/static/img/coins/64x64/21351.png
Ultiverse,ULTI,569,0.018855504880944417,47704427.34878937,2793816.86587886,5.63885823,2530000000.0,https://s2.coinmarketcap.com/static/img/coins/64x64/31504.png
Alien Worlds,TLM,570,0.010074212051175285,46811156.796346955,8040430.71189951,6.57685654,4646632069.938,https://s2.coinmarketcap.com/static/img/coins/64x64/9119.png
WazirX,WRX,571,0.12206616382370927,46611803.53650404,622195.78627848,4.72383481,381856872.3419691,https://s2.coinmarketcap.com/static/img/coins/64x64/5161.png
NeuralAI,NEURAL,572,4.6471127574144155,46471127.574144155,229184.60887303,19.36398251,10000000.0,https://s2.coinmarketcap.com/static/img/coins/64x64/30528.png
LUKSO,LYX,573,1.5088732572097527,46074812.838306054,600200.41008585,0.4662032,30535906.59,https://s2.coinmarketcap.com/static/img/coins/64x64/27622.png
Metadium,META,575,0.026902433605343636,45831220.47928446,1095561.31253795,2.34430167,1703608720.0,https://s2.coinmarketcap.com/static/img/coins/64x64/3418.png
ViciCoin,VCNT,575,20.13304617382897,45894382.84949531,34306.73530791,-0.3306454,2279554.84,https://s2.coinmarketcap.com/static/img/coins/64x64/28656.png
HashAI,HASHAI,576,0.0005348370558920821,45228398.66288151,194320.30328347,1.33225716,84564818695.0,https://s2.coinmarketcap.com/static/img/coins/64x64/30369.png
Enzyme,MLN,577,16.936475603568276,45179968.077050835,1789854.70557795,4.82043474,2667613.32963111,https://s2.coinmarketcap.com/static/img/coins/64x64/1552.png
LimeWire,LMWR,578,0.15033443962525062,44984949.69613423,3133095.43272594,1.0510016,299232496.61402553,https://s2.coinmarketcap.com/static/img/coins/64x64/24476.png
Wirex Token,WXT,579,0.0044878025294694465,44878025.29469447,648825.97480132,0.88600733,10000000000.0,https://s2.coinmarketcap.com/static/img/coins/64x64/4090.png
DeFi Pulse Index,DPI,580,80.25911618371413,44863515.71536974,260069.02060358,3.50597289,558983.42579149,https://s2.coinmarketcap.com/static/img/coins/64x64/7055.png
Dimitra,DMTR,580,0.09210187414504611,44807854.79491568,684713.43446616,10.44461549,486503181.51344335,https://s2.coinmarketcap.com/static/img/coins/64x64/12041.png
MAP Protocol,MAPO,582,0.008746541407420214,44767649.67395573,1787625.25016681,3.04804066,5118325928.918219,https://s2.coinmarketcap.com/static/img/coins/64x64/4956.png
Heroes of Mavia,MAVIA,583,1.3526889801364084,44723796.13295041,7538562.14538564,13.17460763,33062882.0,https://s2.coinmarketcap.com/static/img/coins/64x64/28829.png
IAGON,IAG,584,0.11818184992465833,44438790.49959289,26696.31764497,7.84604427,376020434.0,https://s2.coinmarketcap.com/static/img/coins/64x64/11078.png
Games for a Living,GFAL,585,0.014510959898616442,44429391.68969319,2444784.39115015,-4.76307948,3061781715.345333,https://s2.coinmarketcap.com/static/img/coins/64x64/23397.png
RARI,RARI,586,1.8523295394263446,44149446.58824548,555195.78722108,2.94483376,23834553.00395323,https://s2.coinmarketcap.com/static/img/coins/64x64/5877.png
Automata Network,ATA,587,0.08172355118341136,43959178.20934447,1197684.93351087,7.54819671,537900979.25,https://s2.coinmarketcap.com/static/img/coins/64x64/10188.png
Ampleforth Governance Token,FORTH,588,3.0441561906556482,43420483.63389076,2434155.00031532,7.18170094,14263553.15380151,https://s2.coinmarketcap.com/static/img/coins/64x64/9421.png
Ethernity Chain,ERN,589,1.9509678541343205,43231581.232395865,2486120.42314668,3.33989379,22159043.33881426,https://s2.coinmarketcap.com/static/img/coins/64x64/8615.png
Bitget Wallet Token,BWB,590,0.30036742951079076,42928587.2164373,3726209.07431036,3.4888676,142920247.0,https://s2.coinmarketcap.com/static/img/coins/64x64/31503.png
Dego Finance,DEGO,592,2.033544802249159,42698772.61088786,3080262.99288048,-3.35362431,20997212.63267069,https://s2.coinmarketcap.com/static/img/coins/64x64/7087.png
SelfieDogCoin,SELFIE,591,0.04349441833083615,42786239.25395303,3964700.40441846,33.4377831,983717932.0,https://s2.coinmarketcap.com/static/img/coins/64x64/31601.png
Propbase,PROPS,593,0.11326140959548905,42444889.198592335,532540.72677234,7.93810797,374751553.509562,https://s2.coinmarketcap.com/static/img/coins/64x64/28385.png
Star Atlas DAO,POLIS,593,0.16049518253310238,42493182.003890276,565034.10009755,3.62649279,264762975.0203,https://s2.coinmarketcap.com/static/img/coins/64x64/11213.png
Jen-Hsun Huang,JHH,596,4.335701993495189e-06,41865012.39649393,1485280.46015876,30.20448084,9655878669545.0,https://s2.coinmarketcap.com/static/img/coins/64x64/32576.png
Aleph.im,ALEPH,596,0.16991750701579245,42007088.00928894,430804.90300509,8.27921755,247220482.1448135,https://s2.coinmarketcap.com/static/img/coins/64x64/5821.png
Kendu Inu,KENDU,597,4.358716826960833e-05,41339297.24616732,486622.38357527,1.28132877,948428147258.0,https://s2.coinmarketcap.com/static/img/coins/64x64/31152.png
Tensor,TNSR,598,0.3303302874217278,41291285.92771598,12656357.50521728,8.87215449,125000000.0,https://s2.coinmarketcap.com/static/img/coins/64x64/30449.png
Skibidi Toilet,SKBDI,599,0.588678526251763,41230262.213590614,4145337.32530077,-2.70451198,70038672.0,https://s2.coinmarketcap.com/static/img/coins/64x64/32415.png
Electroneum,ETN,603,0.002274687514275818,40898466.61404918,567582.99212967,3.48136141,17979817604.56,https://s2.coinmarketcap.com/static/img/coins/64x64/2137.png
RabBitcoin,RBTC,703,3.9734240991138575e-06,29552341.737159315,4711184.33902688,1.60604276,7437500000000.0,https://s2.coinmarketcap.com/static/img/coins/64x64/32754.png
Harvest Finance,FARM,701,43.034517061180175,29567023.344590236,1489049.33017571,6.3976933,687053.680713,https://s2.coinmarketcap.com/static/img/coins/64x64/6859.png
Gelato,GEL,702,0.1407657237230786,29562736.44019207,52892.94209075,7.19092648,210013742.39619133,https://s2.coinmarketcap.com/static/img/coins/64x64/7229.png
SaucerSwap,SAUCE,704,0.04147912365488616,29397720.17865212,213919.17035996,3.51380893,708735324.86478,https://s2.coinmarketcap.com/static/img/coins/64x64/21914.png
Measurable Data Token,MDT,705,0.04334287066656506,29306585.943078514,2452199.3879598,5.22993529,676157012.5,https://s2.coinmarketcap.com/static/img/coins/64x64/2348.png
COMBO,COMBO,706,0.411883768528734,29265061.726793937,1471950.31123529,9.13314205,71051748.0,https://s2.coinmarketcap.com/static/img/coins/64x64/4275.png
Connex,CONX,707,25.213280936108177,29196979.32401327,161862.1719274,5.44399646,1158000.0,https://s2.coinmarketcap.com/static/img/coins/64x64/28135.png
AVINOC,AVINOC,708,0.07474620208645945,29094545.979656324,0.0,-1.94637799,389244472.194085,https://s2.coinmarketcap.com/static/img/coins/64x64/3089.png
BIM,BIM,709,1.1428256705671984,29090712.013387658,96881.10220567,0.1704811,25455074.0,https://s2.coinmarketcap.com/static/img/coins/64x64/24877.png
Multibit,MUBI,710,0.030597541546850297,29067664.46950778,4176782.39060745,8.79444092,950000000.0,https://s2.coinmarketcap.com/static/img/coins/64x64/28412.png
FEED EVERY GORILLA,FEG,711,0.00036038820754107575,29026217.22640176,260748.49610583,-0.14685647,80541528882.0,https://s2.coinmarketcap.com/static/img/coins/64x64/32074.png
Reserve Dollar,RSV,712,0.9990102274600065,28822111.192250755,0.0,0.09305489,28850666.79,https://s2.coinmarketcap.com/static/img/coins/64x64/6727.png
ChainSwap,CSWAP,713,0.03117430487768466,28814086.097416252,119722.32451256,5.08799306,924289610.0,https://s2.coinmarketcap.com/static/img/coins/64x64/29780.png
VIDT DAO,VIDT,714,0.03410679706582254,28728868.443989366,3910552.18097004,0.30123937,842320913.0,https://s2.coinmarketcap.com/static/img/coins/64x64/22710.png
Landwolf 0x67,WOLF,486,7.306388067295637e-05,65915274.432252966,1403041.41706093,23.19134601,902159505150.0,https://s2.coinmarketcap.com/static/img/coins/64x64/30902.png
RichQUACK.com,QUACK,716,6.46030366850888e-10,28480869.734914657,22443.09202874,0.12247102,4.40859612741523e+16,https://s2.coinmarketcap.com/static/img/coins/64x64/10641.png
OriginTrail,TRAC,239,0.4890997825326345,202958695.8295576,1632566.24583991,-0.22362633,414963782.602,https://s2.coinmarketcap.com/static/img/coins/64x64/2467.png
Doge Killer,LEASH,718,265.2158053932957,28211913.690039914,2649398.79217456,1.60622387,106373.42540051,https://s2.coinmarketcap.com/static/img/coins/64x64/9286.png
XSGD,XSGD,719,0.7669814948572383,28128339.70087209,188772.5864462,0.25973416,36674078.696133,https://s2.coinmarketcap.com/static/img/coins/64x64/8489.png
GT Protocol,GTAI,721,0.8088306964406069,27950741.04453407,3092664.06016248,6.21972433,34556973.6256746,https://s2.coinmarketcap.com/static/img/coins/64x64/16711.png
Bitgert,BRISE,720,7.091416257841614e-08,28059898.460048698,926236.91825373,1.50404003,395688215721653.0,https://s2.coinmarketcap.com/static/img/coins/64x64/11079.png
Moss Coin,MOC,722,0.0670468024905202,27924301.85067438,1437016.34624889,4.24415,416489688.0,https://s2.coinmarketcap.com/static/img/coins/64x64/2915.png
Gleec Coin,GLEEC,723,0.15281095772099862,27774162.64988416,1211.25291586,-5.15875881,181755046.0,https://s2.coinmarketcap.com/static/img/coins/64x64/5200.png
AVA,AVA,724,0.5079911568460858,27745506.202136014,622004.86484867,5.35032898,54618088.973038,https://s2.coinmarketcap.com/static/img/coins/64x64/2776.png
Kishu Inu,KISHU,725,2.97169033309621e-10,27677163.94771835,291670.23818975,4.24083144,9.313609712113394e+16,https://s2.coinmarketcap.com/static/img/coins/64x64/9386.png
Parcl,PRCL,726,0.19044932078244783,27596445.581167683,11468528.11451068,5.55017486,144901780.0,https://s2.coinmarketcap.com/static/img/coins/64x64/30661.png
Electronic USD,eUSD,727,1.0001490571075262,27498809.28209393,181223.24072422,0.04161123,27494711.0,https://s2.coinmarketcap.com/static/img/coins/64x64/22933.png
QuickSwap [Old],QUICK,691,41.033841237862866,30424192.139107708,25730.78892236,10.33496666,741441.48393874,https://s2.coinmarketcap.com/static/img/coins/64x64/8206.png
ROGin AI,ROG,729,0.40876038074188004,27382806.242674023,4427838.99609215,0.70263807,66989873.61,https://s2.coinmarketcap.com/static/img/coins/64x64/20490.png
Opulous,OPUL,730,0.07636871439943814,27100523.25532391,824214.40035229,1.70738877,354864206.742798,https://s2.coinmarketcap.com/static/img/coins/64x64/10409.png
Propchain,PROPC,731,1.2066315929846805,26954505.764414925,532280.98410842,1.44962788,22338637.51051075,https://s2.coinmarketcap.com/static/img/coins/64x64/24220.png
Rally,RLY,732,0.005160426704364661,26952227.032518428,233935.72362881,-1.88698261,5222867909.299512,https://s2.coinmarketcap.com/static/img/coins/64x64/8075.png
VAIOT,VAI,733,0.07760497363511955,26859161.463447668,342434.85541054,4.68578786,346101032.0,https://s2.coinmarketcap.com/static/img/coins/64x64/8479.png
Paxe,PAXE,735,8.933742703708319,26801228.111124955,2940284.20476595,1.74595445,3000000.0,https://s2.coinmarketcap.com/static/img/coins/64x64/32465.png
Zukiverse,ZUKI,736,0.7277347444424376,26794481.709559195,5745.00961711,3.21112325,36819022.19755647,https://s2.coinmarketcap.com/static/img/coins/64x64/14136.png
Alpha Quark Token,AQT,734,1.0001131260501772,26809233.479639385,6445661.41416901,3.77847947,26806201.0,https://s2.coinmarketcap.com/static/img/coins/64x64/7460.png
Clore.ai,CLORE,737,0.10718977046436057,26742951.30280757,3457312.46218838,13.92741479,249491637.0,https://s2.coinmarketcap.com/static/img/coins/64x64/26497.png
FONSmartChain,FON,738,1.42200936720517,26681757.560331635,175125.1185336,2.4845537,18763418.98701568,https://s2.coinmarketcap.com/static/img/coins/64x64/22607.png
Basenji,BENJI,739,0.028897847582560355,26645112.11754168,788759.33885532,20.82704488,922044870.0,https://s2.coinmarketcap.com/static/img/coins/64x64/30193.png
Linear Finance,LINA,740,0.0039218493998108925,26643092.91200428,5754523.82657474,7.45107843,6793502298.504624,https://s2.coinmarketcap.com/static/img/coins/64x64/7102.png
PlayDapp,PDA,741,0.04393789395682579,26442285.140222218,1647159.35597483,6.25418701,601810482.0,https://s2.coinmarketcap.com/static/img/coins/64x64/7461.png
MATH,MATH,742,0.2290575742495692,26194145.535488218,671037.80278113,7.71459428,114356164.04,https://s2.coinmarketcap.com/static/img/coins/64x64/5616.png
AhaToken,AHT,743,0.004656458042890374,26156593.38349409,867225.57850684,3.61479441,5617272429.509119,https://s2.coinmarketcap.com/static/img/coins/64x64/6641.png
BOB (ETH),BOB,744,3.786834572486051e-05,26096123.96254823,3844245.57390995,11.55341347,689127646403.0,https://s2.coinmarketcap.com/static/img/coins/64x64/24594.png
Koala AI,KOKO,745,2.8630477338386374e-06,26083463.542957943,249552.63035446,23.7593787,9110383747597.0,https://s2.coinmarketcap.com/static/img/coins/64x64/30089.png
Mr Miggles,MIGGLES,746,0.027059232421624457,25905726.865113176,2600072.09361627,6.83560358,957371091.0,https://s2.coinmarketcap.com/static/img/coins/64x64/32289.png
Decimal,DEL,747,0.002353863702523224,25826541.37957423,1076.1355157,2.65982762,10971978263.605268,https://s2.coinmarketcap.com/static/img/coins/64x64/12400.png
Hacken Token,HAI,749,0.03994363514974146,25762590.758769818,99926.40175681,6.1342037,644973615.0,https://s2.coinmarketcap.com/static/img/coins/64x64/5583.png
LinqAI,LNQ,748,0.12521739655317485,25794063.202460214,155551.99925953,2.34811975,205994246.1070615,https://s2.coinmarketcap.com/static/img/coins/64x64/30177.png
Guild of Guardians,GOG,750,0.03924394562431761,25710043.12361958,483683.51533677,7.69167187,655134001.299,https://s2.coinmarketcap.com/static/img/coins/64x64/10630.png
BFG Token,BFG,751,0.022889101380755755,25700087.119382787,7229.06870831,0.03904158,1122808916.43,https://s2.coinmarketcap.com/static/img/coins/64x64/11038.png
Coreum,COREUM,752,0.06612488529578447,25444330.036729995,62959.79875051,-1.08480756,384792048.0,https://s2.coinmarketcap.com/static/img/coins/64x64/16399.png
Wing Finance,WING,753,5.473587908808464,25352332.778984133,21137636.73833343,5.97378714,4631757.66998927,https://s2.coinmarketcap.com/static/img/coins/64x64/7048.png
OORT,OORT,754,0.11785702537080041,25337182.06564339,969012.9084766,2.86911913,214982365.16599533,https://s2.coinmarketcap.com/static/img/coins/64x64/29331.png
Cellframe,CELL,755,0.8770764509022119,25083656.68408553,1560200.64577591,17.6626773,28599167.9041012,https://s2.coinmarketcap.com/static/img/coins/64x64/8992.png
FIO Protocol,FIO,756,0.03150587958024167,25005632.42646806,3844907.50103212,6.82904854,793681457.5445112,https://s2.coinmarketcap.com/static/img/coins/64x64/5865.png
Green Satoshi Token (SOL),GST,758,0.011879039315730583,24864504.694643974,299682.84260449,3.61353914,2093141038.9152973,https://s2.coinmarketcap.com/static/img/coins/64x64/16352.png
StrikeX,STRX,759,0.028609857961715286,24843583.889240097,769886.36693332,-5.3657241,868357470.4385082,https://s2.coinmarketcap.com/static/img/coins/64x64/9220.png
Stronghold Token,SHX,757,0.00429174009210928,24865934.567208983,142014.86327307,1.01874979,5793905044.0,https://s2.coinmarketcap.com/static/img/coins/64x64/3661.png
Fluence,FLT,763,0.27721205338444566,24536217.09240761,554389.28853536,20.18448128,88510643.0,https://s2.coinmarketcap.com/static/img/coins/64x64/30097.png
Tranchess,CHESS,760,0.140884175201206,24604772.709032178,1433637.451251,5.72404493,174645397.0,https://s2.coinmarketcap.com/static/img/coins/64x64/10974.png
Samoyedcoin,SAMO,761,0.006724229410957367,24591411.142827295,604688.61164056,9.38828686,3657134467.0,https://s2.coinmarketcap.com/static/img/coins/64x64/9721.png
NEOPIN,NPT,762,0.21728118623852924,24560646.381340537,598972.35973928,2.83907319,113036231.10000002,https://s2.coinmarketcap.com/static/img/coins/64x64/18966.png
Alpaca Finance,ALPACA,764,0.16138090268754537,24347529.772919893,3793846.99772949,5.21885194,150869956.52800325,https://s2.coinmarketcap.com/static/img/coins/64x64/8707.png
Miracle Play,MPT,765,0.03761837421915862,24317949.12037955,674944.52044567,2.20096004,646438067.1718314,https://s2.coinmarketcap.com/static/img/coins/64x64/28348.png
